row_number,db_itemId,model_id,itemName,row_group,field,issue_type,readiness_category,remediation_priority,remediation_owner,remediation_pathway,suggested_admin_action,suggested_admin_ui_area,source_of_truth_note,can_fix_in_admin,frontend_ready,current_publication_recommendation,governance_note
39,,ryderwear_female_nkd_leggings_v_high_waisted_scrunch,"NKD Scrunch V High-Waisted Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
40,,ryderwear_female_nkd_leggings_v_full_length_scrunch,"NKD Scrunch V Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
40,,ryderwear_female_nkd_leggings_v_full_length_scrunch,"NKD Scrunch V Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
40,,ryderwear_female_nkd_leggings_v_full_length_scrunch,"NKD Scrunch V Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
41,,ryderwear_female_nkd_leggings_v_full_length_pocket_scrunch,"NKD Scrunch V Pocket Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
41,,ryderwear_female_nkd_leggings_v_full_length_pocket_scrunch,"NKD Scrunch V Pocket Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
41,,ryderwear_female_nkd_leggings_v_full_length_pocket_scrunch,"NKD Scrunch V Pocket Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
42,,ryderwear_female_nkd_shorts_v_pocket_scrunch,"NKD Scrunch V Pocket Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
42,,ryderwear_female_nkd_shorts_v_pocket_scrunch,"NKD Scrunch V Pocket Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
42,,ryderwear_female_nkd_shorts_v_pocket_scrunch,"NKD Scrunch V Pocket Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
43,,ryderwear_female_nkd_shorts_v_scrunch,"NKD Scrunch V Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
43,,ryderwear_female_nkd_shorts_v_scrunch,"NKD Scrunch V Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
43,,ryderwear_female_nkd_shorts_v_scrunch,"NKD Scrunch V Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
44,,ryderwear_female_nkd_sports_bra_longline_v_neck_halter_light_support_scrunch,"NKD Scrunch V Halter Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
44,,ryderwear_female_nkd_sports_bra_longline_v_neck_halter_light_support_scrunch,"NKD Scrunch V Halter Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
44,,ryderwear_female_nkd_sports_bra_longline_v_neck_halter_light_support_scrunch,"NKD Scrunch V Halter Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
45,,ryderwear_female_nkd_tank_top_scrunch,"NKD Scrunch Halter Tank Top",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
45,,ryderwear_female_nkd_tank_top_scrunch,"NKD Scrunch Halter Tank Top",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
45,,ryderwear_female_nkd_tank_top_scrunch,"NKD Scrunch Halter Tank Top",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
46,,ryderwear_female_nkd_bodysuit_v_scrunch,"NKD Scrunch Bodysuit",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
46,,ryderwear_female_nkd_bodysuit_v_scrunch,"NKD Scrunch Bodysuit",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
46,,ryderwear_female_nkd_bodysuit_v_scrunch,"NKD Scrunch Bodysuit",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
47,,ryderwear_female_nkd_leggings_flared_cross_over,"NKD Cross Waist Flared Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
47,,ryderwear_female_nkd_leggings_flared_cross_over,"NKD Cross Waist Flared Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
47,,ryderwear_female_nkd_leggings_flared_cross_over,"NKD Cross Waist Flared Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
