model_id,db_itemId,itemName,collection,subCategory,batch_classification,operational_batch1_row,current_productdb_images_path,current_path_contract24_alignment,current_path_alignment_notes,readiness_status,readiness_flags,candidate_confidence,prior_candidate_paths,prior_candidate_paths_noncanonical_risk,audit_recommended_action,requires_later_reviewed_migration_plan,migration_planning_notes,grandfather_recommended,source_or_canonical_folder_creation_later
ryderwear_female_honeycomb_leggings_foldover_high_waisted_full_length_scrunch,69,Honeycomb Seamless High-Waisted Scrunch Leggings,Honeycomb,Leggings,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/leggings/ryderwear-female-honeycomb-leggings-foldover-high-waisted-full-length-scrunch/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_honeycomb_shorts_foldover_high_waisted_scrunch,70,Honeycomb Seamless High-Waisted Scrunch Shorts,Honeycomb,Shorts,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/shorts/ryderwear-female-honeycomb-shorts-foldover-high-waisted-scrunch/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_icon_sports_bra_v_neck_halter_centre_spine_low_support,75,Icon V-Neck Sports Bra,Icon,Sports_Bra,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/tops/sports-bra/ryderwear-female-icon-sports-bra-v-neck-halter-centre-spine-low-support/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_icon_sports_bra_elastic_underbust_band_scoop_neck_multi_cross_over_back_straps_medium_support,74,Icon Scoop Neck Sports Bra,Icon,Sports_Bra,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/tops/sports-bra/ryderwear-female-icon-sports-bra-elastic-underbust-band-scoop-neck-multi-cross-over-back-straps-medium-support/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_icon_leggings_cross_over_high_waisted_full_length_scrunch,72,Icon Cross-Over Scrunch Leggings,Icon,Leggings,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/leggings/ryderwear-female-icon-leggings-cross-over-high-waisted-full-length-scrunch/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_icon_shorts_cross_over_high_waisted_scrunch,73,Icon Cross-Over Scrunch Shorts,Icon,Shorts,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/shorts/ryderwear-female-icon-shorts-cross-over-high-waisted-scrunch/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_replay_sports_bra_cut-out,103,Replay Cut-Out Sports Bra,Replay,Sports_Bra,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/tops/sports-bra/ryderwear-female-replay-sports-bra-cut-out/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_replay_leggings_high-waisted,104,Replay High-Waisted Leggings,Replay,Leggings,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/leggings/ryderwear-female-replay-leggings-high-waisted/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_momentum_sports_bra_twist,81,Momentum Twist Sports Bra,Momentum,Sports_Bra,batch_1_operational,yes,images/brands/ryderwear/women/nkd/tops/sports-bra/ryderwear-female-momentum-sports-bra-twist/,noncanonical,collection_bucket_mismatch_expected_non-nkd_found_nkd,already_image_ready,,,,no,grandfather_temporarily,yes,later_reviewed_migration_only_if_business_justified,yes,no
ryderwear_female_persist_shorts_training,102,Persist Training Shorts,Persist,Shorts,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/shorts/ryderwear-female-persist-shorts-training/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_logo lux_sports_bra_seamless,80,Logo Lux Seamless Sports Bra,Logo Lux,Sports_Bra,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/tops/sports-bra/ryderwear-female-logo-lux-sports-bra-seamless/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_staples_shorts_seamless,113,Staples Seamless Shorts,Staples,Shorts,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/bottoms/shorts/ryderwear-female-staples-shorts-seamless/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_female_terry towelling_sports_bra_cropped,117,Terry Towelling Cropped Sports Bra,Terry Towelling,Sports_Bra,batch_1_operational,yes,images/brands/ryderwear/women/non-nkd/tops/sports-bra/ryderwear-female-terry-towelling-sports-bra-cropped/,aligned,aligned_with_contract24_current_mapping,already_image_ready,,,,no,keep_current_aligned_path,no,none_required_now,no,no
ryderwear_unisex_gym_bag_accessories,68,Gym Bag,NULL,Gym_Bag,batch_1_operational,yes,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/ryderwear-unisex-gym-bag-accessories/,noncanonical,collection_bucket_mismatch_expected_non-nkd_found_accessories,already_image_ready,,,,no,grandfather_temporarily,yes,later_reviewed_migration_only_if_business_justified,yes,no
